Time,Interrupt flag,Interrupt ctrl,Detection mode,Distance,precision,Magnitude/10000,Phase,AFE Temperature,Ambient ADC
2016/8/30 18:39,0,3,1,21.071,332,1.7041,46638,118,1
2016/8/30 18:39,0,3,1,21.053,284,1.9986,46602,118,1
2016/8/30 18:39,0,3,1,21.071,268,2.1306,46638,118,1
2016/8/30 18:39,0,3,1,21.064,262,2.1695,46624,118,1
2016/8/30 18:39,0,3,1,21.084,262,2.1836,46664,118,1
2016/8/30 18:39,0,3,1,21.057,272,2.0886,46610,118,1
2016/8/30 18:39,0,3,1,20.996,270,2.1115,46490,118,1
2016/8/30 18:39,0,3,1,21.055,284,2.0029,46606,118,1
2016/8/30 18:39,0,3,1,21.077,270,2.1133,46650,118,1
2016/8/30 18:39,0,3,1,21.098,258,2.2085,46690,118,1
2016/8/30 18:39,0,3,1,21.058,250,2.2773,46612,118,1
2016/8/30 18:39,0,3,1,21.056,248,2.3031,46608,118,1
2016/8/30 18:39,0,3,1,21.055,260,2.1873,46606,118,1
2016/8/30 18:39,0,3,1,21.081,262,2.1751,46658,118,1
2016/8/30 18:39,0,3,1,21.026,266,2.1352,46550,118,1
2016/8/30 18:39,0,3,1,21.025,306,1.852,46548,118,1
2016/8/30 18:39,0,3,1,21.055,292,1.9451,46606,118,1
2016/8/30 18:39,0,3,1,21.077,284,2.0018,46650,118,1
2016/8/30 18:39,0,3,1,21.073,332,1.7061,46642,118,1
2016/8/30 18:39,0,3,1,21.034,378,1.4955,46564,118,1
2016/8/30 18:39,0,3,1,21.012,412,1.3675,46522,118,1
2016/8/30 18:39,0,3,1,20.869,582,0.9596,46240,118,1
2016/8/30 18:39,0,3,1,20.753,630,0.8855,46012,118,1
2016/8/30 18:39,0,3,1,20.85,592,0.9448,46202,119,1
2016/8/30 18:39,0,3,1,20.817,596,0.9373,46138,118,1
2016/8/30 18:39,0,3,1,20.583,962,0.5771,45678,118,1
2016/8/30 18:39,0,3,1,20.439,1674,0.3306,45394,119,1
2016/8/30 18:39,0,3,1,20.237,1826,0.303,44996,118,1
2016/8/30 18:39,0,3,1,20.331,1676,0.3302,45182,118,1
2016/8/30 18:39,0,3,1,20.888,1070,0.5188,46278,118,1
2016/8/30 18:39,0,3,1,20.985,472,1.1881,46468,118,1
2016/8/30 18:39,0,3,1,21.131,268,2.1241,46756,118,1
2016/8/30 18:39,0,3,1,21.257,198,2.9262,47004,118,1
2016/8/30 18:39,0,3,1,21.2,256,2.2215,46892,118,1
2016/8/30 18:39,0,3,1,21.242,306,1.8478,46974,118,1
2016/8/30 18:39,0,3,1,21.288,254,2.2434,47064,118,1
2016/8/30 18:39,0,3,1,21.394,230,2.4865,47274,118,1
2016/8/30 18:39,0,3,1,21.311,318,1.7857,47110,118,1
2016/8/30 18:39,0,3,1,21.184,542,1.0324,46860,118,1
2016/8/30 18:39,0,3,1,21.475,378,1.4919,47432,118,1
2016/8/30 18:39,0,3,1,21.567,230,2.4861,47614,118,1
2016/8/30 18:39,0,3,1,21.619,206,2.7898,47716,118,1
2016/8/30 18:39,0,3,1,21.575,242,2.3586,47630,118,1
2016/8/30 18:39,0,3,1,21.609,342,1.6579,47696,118,1
2016/8/30 18:39,0,3,1,21.598,492,1.1412,47674,118,1
2016/8/30 18:39,0,3,1,21.637,728,0.7646,47752,118,1
2016/8/30 18:39,0,3,1,21.445,624,0.8958,47374,118,1
2016/8/30 18:39,0,3,1,21.697,436,1.2874,47870,118,1
2016/8/30 18:39,0,3,1,21.905,288,1.9744,48280,118,1
2016/8/30 18:39,0,3,1,21.904,242,2.3635,48278,118,1
2016/8/30 18:39,0,3,1,21.853,242,2.3589,48176,118,1
2016/8/30 18:39,0,3,1,21.945,270,2.109,48358,118,1
2016/8/30 18:39,0,3,1,22.006,230,2.4927,48478,118,1
2016/8/30 18:39,0,3,1,22.098,236,2.416,48658,118,1
2016/8/30 18:39,0,3,1,22.017,332,1.7013,48500,118,1
2016/8/30 18:39,0,3,1,21.933,666,0.8368,48334,118,1
2016/8/30 18:39,0,3,1,21.81,1282,0.4326,48092,118,1
2016/8/30 18:39,0,3,1,21.525,1268,0.4375,47532,118,1
2016/8/30 18:39,0,3,1,21.221,1204,0.4608,46932,118,1
2016/8/30 18:39,0,3,1,21.846,742,0.7515,48162,118,1
2016/8/30 18:39,0,3,1,22.087,502,1.1189,48638,118,1
2016/8/30 18:39,0,3,1,22.16,478,1.1753,48780,118,1
2016/8/30 18:39,0,3,1,22.335,592,0.9436,49126,118,1
2016/8/30 18:39,0,3,1,21.951,916,0.6072,48370,118,1
2016/8/30 18:39,0,3,1,21.69,1152,0.4816,47856,118,1
2016/8/30 18:39,0,3,1,21.608,1226,0.452,47694,118,1
2016/8/30 18:39,0,3,1,21.785,1406,0.3943,48042,118,1
2016/8/30 18:39,0,3,1,21.687,1574,0.3519,47850,118,1
2016/8/30 18:39,0,3,1,22.156,1218,0.455,48774,118,1
2016/8/30 18:39,0,3,1,22.39,554,1.0089,49234,118,1
2016/8/30 18:39,0,3,1,22.446,384,1.4709,49344,118,1
2016/8/30 18:39,0,3,1,22.5,318,1.7861,49450,118,1
2016/8/30 18:39,0,3,1,22.582,328,1.7299,49612,118,1
2016/8/30 18:39,0,3,1,22.589,330,1.715,49626,118,1
2016/8/30 18:39,0,3,1,22.639,290,1.9524,49724,118,1
2016/8/30 18:39,0,3,1,22.649,260,2.19,49744,118,1
2016/8/30 18:39,0,3,1,22.599,240,2.3823,49644,118,1
2016/8/30 18:39,0,3,1,22.599,278,2.0449,49644,118,1
2016/8/30 18:39,0,3,1,22.595,370,1.522,49638,119,1
2016/8/30 18:39,0,3,1,22.49,536,1.0434,49430,119,1
2016/8/30 18:39,0,3,1,22.38,640,0.8718,49214,119,1
2016/8/30 18:39,0,3,1,22.472,690,0.8072,49394,118,1
2016/8/30 18:39,0,3,1,22.52,446,1.261,49490,119,1
2016/8/30 18:39,0,3,1,22.629,358,1.5815,49704,119,1
2016/8/30 18:39,0,3,1,22.519,378,1.493,49488,119,1
2016/8/30 18:39,0,3,1,22.438,416,1.3507,49328,119,1
2016/8/30 18:39,0,3,1,22.544,428,1.3112,49536,119,1
2016/8/30 18:39,0,3,1,22.439,416,1.3493,49330,119,1
2016/8/30 18:39,0,3,1,22.532,400,1.4083,49514,118,1
2016/8/30 18:39,0,3,1,22.584,380,1.4876,49616,119,1
2016/8/30 18:39,0,3,1,22.6,372,1.5185,49646,119,1
2016/8/30 18:39,0,3,1,22.529,382,1.4768,49508,118,1
2016/8/30 18:39,0,3,1,22.628,402,1.3991,49702,119,1
2016/8/30 18:39,0,3,1,22.484,398,1.413,49418,119,1
2016/8/30 18:39,0,3,1,22.51,388,1.4546,49470,118,1
2016/8/30 18:39,0,3,1,22.598,404,1.3958,49642,118,1
2016/8/30 18:39,0,3,1,22.64,400,1.4062,49726,118,1
2016/8/30 18:39,0,3,1,22.56,382,1.4781,49568,119,1
2016/8/30 18:39,0,3,1,22.573,374,1.5088,49594,119,1
2016/8/30 18:39,0,3,1,22.58,392,1.4401,49608,119,1
2016/8/30 18:39,0,3,1,22.336,558,1.0043,49128,119,1
2016/8/30 18:39,0,3,1,22.396,532,1.0526,49246,118,1
2016/8/30 18:39,0,3,1,22.412,464,1.2092,49276,118,1
2016/8/30 18:39,0,3,1,22.448,512,1.0924,49348,119,1
2016/8/30 18:39,0,3,1,22.392,640,0.8728,49238,118,1
2016/8/30 18:39,0,3,1,22.027,940,0.5914,48520,119,1
2016/8/30 18:39,0,3,1,22.274,838,0.6637,49006,118,1
2016/8/30 18:39,0,3,1,22.38,738,0.755,49214,119,1
2016/8/30 18:39,0,3,1,21.59,1310,0.4232,47660,118,1
2016/8/30 18:39,0,3,1,20.584,2724,0.2028,45680,118,1
2016/8/30 18:39,0,3,1,20.763,3446,0.1602,46032,119,1
2016/8/30 18:39,0,3,1,21.204,2486,0.2223,46900,119,1
2016/8/30 18:39,0,3,1,22.676,474,1.1835,49796,119,1
2016/8/30 18:39,0,3,1,22.69,274,2.0705,49824,118,1
2016/8/30 18:39,0,3,1,22.729,300,1.8896,49900,119,1
2016/8/30 18:39,0,3,1,22.665,604,0.9264,49774,119,1
2016/8/30 18:39,0,3,1,22.712,954,0.5826,49868,118,1
2016/8/30 18:39,0,3,1,22.628,632,0.8846,49702,119,1
2016/8/30 18:39,0,3,1,22.91,290,1.9522,50256,119,1
2016/8/30 18:39,0,3,1,22.954,322,1.7619,50344,118,1
2016/8/30 18:39,0,3,1,22.709,772,0.7207,49862,119,1
2016/8/30 18:39,0,3,1,22.31,1044,0.5317,49076,119,1
2016/8/30 18:39,0,3,1,22.782,646,0.8631,50006,119,1
2016/8/30 18:39,0,3,1,23.067,408,1.3769,50566,119,1
2016/8/30 18:39,0,3,1,23.223,266,2.1396,50872,119,1
2016/8/30 18:39,0,3,1,23.237,338,1.6688,50900,119,1
2016/8/30 18:39,0,3,1,23.239,492,1.1389,50904,119,1
2016/8/30 18:39,0,3,1,23.163,584,0.9587,50754,119,1
2016/8/30 18:39,0,3,1,23.353,306,1.8551,51128,118,1
2016/8/30 18:39,0,3,1,23.512,306,1.8483,51442,118,1
2016/8/30 18:39,0,3,1,23.536,292,1.9431,51488,119,1
2016/8/30 18:39,0,3,1,23.467,274,2.0736,51354,119,1
2016/8/30 18:39,0,3,1,23.595,286,1.9824,51606,118,1
2016/8/30 18:39,0,3,1,23.607,314,1.8057,51628,118,1
2016/8/30 18:39,0,3,1,23.198,744,0.7489,50824,118,1
2016/8/30 18:39,0,3,1,22.732,1806,0.3065,49906,118,1
2016/8/30 18:39,0,3,1,22.816,1454,0.3811,50072,118,1
2016/8/30 18:39,0,3,1,23.699,496,1.131,51810,118,1
2016/8/30 18:39,0,3,1,23.682,640,0.8733,51776,118,1
2016/8/30 18:39,0,3,1,23.126,1494,0.3709,50682,118,1
2016/8/30 18:39,0,3,1,23.522,948,0.5857,51462,118,1
2016/8/30 18:39,0,3,1,23.822,684,0.8158,52052,118,1
2016/8/30 18:39,0,3,1,23.888,556,1.0065,52182,118,1
2016/8/30 18:39,0,3,1,24.076,480,1.1675,52552,118,1
2016/8/30 18:39,0,3,1,23.864,744,0.7496,52134,118,1
2016/8/30 18:39,0,3,1,24.015,628,0.8891,52432,118,1
2016/8/30 18:39,0,3,1,24.245,396,1.4207,52884,118,1
2016/8/30 18:39,0,3,1,24.402,300,1.894,53194,118,1
2016/8/30 18:39,0,3,1,24.402,334,1.6962,53194,118,1
2016/8/30 18:39,0,3,1,24.341,436,1.2878,53074,118,1
2016/8/30 18:39,0,3,1,23.545,1676,0.3302,51506,118,1
2016/8/30 18:39,0,3,1,18.924,5116,0.1078,42412,118,1
2016/8/30 18:39,0,3,1,21.019,4624,0.1193,46536,118,1
2016/8/30 18:39,0,3,1,23.72,1756,0.3152,51852,118,1
2016/8/30 18:39,0,3,1,24.586,480,1.1679,53556,118,1
2016/8/30 18:39,0,3,1,24.658,432,1.3016,53698,118,1
2016/8/30 18:39,0,3,1,24.312,748,0.7454,53016,118,1
2016/8/30 18:39,0,3,1,22.644,2630,0.21,49734,118,1
2016/8/30 18:39,0,3,1,20.257,5236,0.1053,45036,118,1
2016/8/30 18:39,0,3,1,22.291,3132,0.1763,49038,118,1
2016/8/30 18:39,0,3,1,24.495,746,0.7471,53376,118,1
2016/8/30 18:39,0,3,1,24.375,720,0.7741,53140,118,1
2016/8/30 18:39,0,3,1,24.113,976,0.5695,52624,118,1
2016/8/30 18:39,0,3,1,24.311,902,0.6161,53014,118,1
2016/8/30 18:39,0,3,1,24.755,650,0.8597,53888,118,1
2016/8/30 18:39,0,3,1,24.678,534,1.0482,53736,118,1
2016/8/30 18:39,0,3,1,24.802,504,1.1118,53980,118,1
2016/8/30 18:39,0,3,1,24.786,490,1.145,53950,118,1
2016/8/30 18:39,0,3,1,24.847,510,1.0974,54070,118,1
2016/8/30 18:39,0,3,1,24.539,648,0.8607,53462,118,1
2016/8/30 18:39,0,3,1,24.489,748,0.7442,53364,118,1
2016/8/30 18:39,0,3,1,24.48,684,0.8165,53346,118,1
2016/8/30 18:39,0,3,1,24.591,660,0.846,53566,118,1
2016/8/30 18:39,0,3,1,24.618,618,0.9053,53618,118,1
2016/8/30 18:39,0,3,1,24.807,594,0.9408,53990,118,1
2016/8/30 18:39,0,3,1,24.745,550,1.019,53868,118,1
2016/8/30 18:39,0,3,1,24.718,554,1.0109,53816,118,1
2016/8/30 18:39,0,3,1,24.807,512,1.0947,53990,118,1
2016/8/30 18:39,0,3,1,24.867,522,1.0722,54108,118,1
2016/8/30 18:39,0,3,1,24.687,564,0.9921,53754,118,1
2016/8/30 18:39,0,3,1,24.528,640,0.8722,53442,118,1
2016/8/30 18:39,0,3,1,24.78,612,0.9126,53938,118,1
2016/8/30 18:39,0,3,1,24.771,566,0.987,53920,118,1
2016/8/30 18:39,0,3,1,24.869,528,1.0598,54112,118,1
2016/8/30 18:39,0,3,1,24.838,508,1.1041,54052,118,1
2016/8/30 18:39,0,3,1,24.657,504,1.1128,53696,118,1
2016/8/30 18:39,0,3,1,24.789,480,1.1679,53954,118,1
2016/8/30 18:39,0,3,1,24.723,490,1.1465,53826,118,1
2016/8/30 18:39,0,3,1,24.625,658,0.8493,53632,118,1
2016/8/30 18:39,0,3,1,24.546,754,0.7389,53476,118,1
2016/8/30 18:39,0,3,1,24.395,832,0.6695,53180,118,1
2016/8/30 18:39,0,3,1,24.455,1002,0.5546,53298,118,1
2016/8/30 18:39,0,3,1,24.373,996,0.5572,53136,118,1
2016/8/30 18:39,0,3,1,24.513,870,0.6387,53412,118,1
2016/8/30 18:40,0,3,1,24.532,832,0.6693,53450,118,1
2016/8/30 18:40,0,3,1,24.626,764,0.7282,53634,118,1
2016/8/30 18:40,0,3,1,24.569,760,0.7333,53522,118,1
2016/8/30 18:40,0,3,1,24.544,638,0.8761,53472,118,1
2016/8/30 18:40,0,3,1,24.854,476,1.1771,54082,118,1
2016/8/30 18:40,0,3,1,24.854,412,1.3675,54082,118,1
2016/8/30 18:40,0,3,1,24.794,412,1.3678,53964,118,1
2016/8/30 18:40,0,3,1,24.822,478,1.1725,54020,118,1
2016/8/30 18:40,0,3,1,24.55,842,0.6608,53484,118,1
2016/8/30 18:40,0,3,1,23.246,3224,0.1712,50918,118,1
2016/8/30 18:40,0,3,1,21.707,3532,0.1563,47890,118,1
2016/8/30 18:40,0,3,1,22.525,3646,0.1514,49500,118,1
2016/8/30 18:40,0,3,1,23.025,3024,0.1826,50484,118,1
2016/8/30 18:40,0,3,1,24.91,764,0.7301,54194,118,1
2016/8/30 18:40,0,3,1,25.022,400,1.4049,54414,118,1
2016/8/30 18:40,0,3,1,25.081,348,1.6279,54530,118,1
2016/8/30 18:40,0,3,1,25.084,322,1.7542,54536,118,1
2016/8/30 18:40,0,3,1,25.164,324,1.7499,54692,118,1
2016/8/30 18:40,0,3,1,25.146,346,1.6322,54658,118,1
2016/8/30 18:40,0,3,1,25.05,436,1.2878,54468,118,1
2016/8/30 18:40,0,3,1,24.653,1212,0.4577,53688,118,1
2016/8/30 18:40,0,3,1,21.743,4402,0.1253,47960,118,1
2016/8/30 18:40,0,3,1,21.661,4124,0.1338,47798,118,1
2016/8/30 18:40,0,3,1,22.102,4396,0.1255,48666,118,1
2016/8/30 18:40,0,3,1,23.164,3102,0.178,50756,118,1
2016/8/30 18:40,0,3,1,24.896,1228,0.4515,54166,118,1
2016/8/30 18:40,0,3,1,25.505,474,1.1848,55364,118,1
2016/8/30 18:40,0,3,1,25.53,588,0.9522,55414,118,1
2016/8/30 18:40,0,3,1,25.584,558,1.0026,55520,118,1
2016/8/30 18:40,0,3,1,25.8,408,1.3826,55944,118,1
2016/8/30 18:40,0,3,1,25.817,396,1.4245,55978,118,1
2016/8/30 18:40,0,3,1,25.927,434,1.2978,56194,118,1
2016/8/30 18:40,0,3,1,26.058,420,1.3372,56452,118,1
2016/8/30 18:40,0,3,1,25.99,460,1.2227,56318,118,1
2016/8/30 18:40,0,3,1,26.059,448,1.2516,56454,118,1
2016/8/30 18:40,0,3,1,26.122,432,1.3015,56578,117,1
2016/8/30 18:40,0,3,1,26.197,396,1.4256,56726,118,1
2016/8/30 18:40,0,3,1,26.174,414,1.359,56680,118,1
2016/8/30 18:40,0,3,1,26.237,448,1.256,56804,118,1
2016/8/30 18:40,0,3,1,26.04,796,0.6997,56416,117,1
2016/8/30 18:40,0,3,1,26.063,726,0.7674,56462,118,1
2016/8/30 18:40,0,3,1,26.419,476,1.1776,57162,118,1
2016/8/30 18:40,0,3,1,26.524,430,1.3085,57370,118,1
2016/8/30 18:40,0,3,1,26.278,720,0.7732,56886,118,1
2016/8/30 18:40,0,3,1,24.976,2750,0.2009,54322,118,1
2016/8/30 18:40,0,3,1,22.28,3698,0.1492,49018,117,1
2016/8/30 18:40,0,3,1,24.771,2294,0.241,53920,117,1
2016/8/30 18:40,0,3,1,25.795,1994,0.2773,55934,117,1
2016/8/30 18:40,0,3,1,26.315,950,0.5852,56958,117,1
2016/8/30 18:40,0,3,1,26.778,824,0.6747,57870,117,1
2016/8/30 18:40,0,3,1,26.583,834,0.6667,57486,117,1
2016/8/30 18:40,0,3,1,26.752,964,0.5768,57818,117,1
2016/8/30 18:40,0,3,1,26.914,700,0.7968,58138,118,1
2016/8/30 18:40,0,3,1,26.95,526,1.0656,58208,117,1
2016/8/30 18:40,0,3,1,26.847,782,0.7127,58006,118,1
2016/8/30 18:40,0,3,1,24.545,2968,0.186,53474,117,1
2016/8/30 18:40,0,3,1,20.932,6410,0.086,46364,117,1
2016/8/30 18:40,0,3,1,20.851,6086,0.0906,46204,117,1
2016/8/30 18:40,0,3,1,23.849,4372,0.1262,52104,117,1
2016/8/30 18:40,0,3,1,27.054,958,0.5798,58412,117,1
2016/8/30 18:40,0,3,1,27.458,526,1.0654,59208,117,1
2016/8/30 18:40,0,3,1,27.481,544,1.0292,59252,117,1
2016/8/30 18:40,0,3,1,27.325,850,0.6552,58946,118,1
2016/8/30 18:40,0,3,1,26.952,954,0.5821,58212,117,1
2016/8/30 18:40,0,3,1,27.439,686,0.8125,59170,117,1
2016/8/30 18:40,0,3,1,27.596,672,0.8309,59480,117,1
2016/8/30 18:40,0,3,1,26.546,1676,0.3303,57412,117,1
2016/8/30 18:40,0,3,1,25.04,3602,0.1532,54448,117,1
2016/8/30 18:40,0,3,1,23.962,6272,0.0879,52328,118,1
2016/8/30 18:40,0,3,1,24.832,3764,0.1466,54040,117,1
2016/8/30 18:40,0,3,1,23.78,4650,0.1186,51970,118,1
2016/8/30 18:40,0,3,1,24.816,4462,0.1236,54008,117,1
2016/8/30 18:40,0,3,1,24.989,3242,0.1703,54348,117,1
2016/8/30 18:40,0,3,1,23.918,4514,0.1222,52240,117,1
2016/8/30 18:40,0,3,1,22.7,5228,0.1055,49844,117,1
2016/8/30 18:40,0,3,1,23.288,5804,0.095,51000,117,1
2016/8/30 18:40,0,3,1,22.993,6174,0.0893,50420,117,1
2016/8/30 18:40,0,3,1,23.746,6058,0.091,51902,117,1
2016/8/30 18:40,0,3,1,23.509,5354,0.103,51436,117,1
2016/8/30 18:40,0,3,1,23.982,4860,0.1135,52366,117,1
2016/8/30 18:40,0,3,1,23.849,4372,0.1262,52104,117,1
2016/8/30 18:40,0,3,1,25.281,4894,0.1127,54924,117,1
2016/8/30 18:40,0,3,1,25.034,4092,0.1348,54438,117,1
2016/8/30 18:40,0,3,1,25.67,3582,0.1541,55688,118,1
2016/8/30 18:40,0,3,1,25.136,3230,0.1709,54638,118,1
2016/8/30 18:40,0,3,1,25.049,5852,0.0942,54466,117,1
2016/8/30 18:40,0,3,1,26.528,3850,0.1433,57378,118,1
2016/8/30 18:40,0,3,1,26.099,3066,0.1801,56534,117,1
2016/8/30 18:40,0,3,1,24.947,3348,0.1649,54266,117,1
2016/8/30 18:40,0,3,1,24.668,3884,0.1421,53716,117,1
2016/8/30 18:40,0,3,1,23.365,4336,0.1272,51152,118,1
2016/8/30 18:40,0,3,1,24.655,4108,0.1343,53692,117,1
2016/8/30 18:40,0,3,1,26.374,2582,0.2139,57074,117,1
2016/8/30 18:40,0,3,1,26.968,880,0.6325,58244,117,1
2016/8/30 18:40,0,3,1,27.187,862,0.646,58674,118,1
2016/8/30 18:40,0,3,1,27.201,822,0.6774,58702,117,1
2016/8/30 18:40,0,3,1,27.295,812,0.685,58886,118,1
2016/8/30 18:40,0,3,1,27.378,730,0.7644,59050,117,1
2016/8/30 18:40,0,3,1,27.527,646,0.8635,59344,118,1
2016/8/30 18:40,0,3,1,27.529,664,0.8417,59348,118,1
2016/8/30 18:40,0,3,1,27.514,626,0.8912,59318,118,1
2016/8/30 18:40,0,3,1,27.398,622,0.8995,59090,118,1
2016/8/30 18:40,0,3,1,27.265,744,0.7491,58828,117,1
2016/8/30 18:40,0,3,1,27.287,738,0.7547,58872,117,1
2016/8/30 18:40,0,3,1,27.448,716,0.7782,59188,117,1
2016/8/30 18:40,0,3,1,27.343,718,0.777,58982,118,1
2016/8/30 18:40,0,3,1,27.238,722,0.7715,58774,118,1
2016/8/30 18:40,0,3,1,27.349,720,0.7741,58994,117,1
2016/8/30 18:40,0,3,1,27.323,734,0.7591,58942,117,1
2016/8/30 18:40,0,3,1,27.471,680,0.82,59234,117,1
2016/8/30 18:40,0,3,1,27.55,652,0.8569,59388,118,1
2016/8/30 18:40,0,3,1,27.536,628,0.8892,59362,118,1
2016/8/30 18:40,0,3,1,27.426,618,0.9041,59144,118,1
2016/8/30 18:40,0,3,1,27.374,622,0.8969,59042,118,1
2016/8/30 18:40,0,3,1,27.558,608,0.9186,59404,118,1
2016/8/30 18:40,0,3,1,27.45,598,0.9334,59192,118,1
2016/8/30 18:40,0,3,1,27.549,590,0.9481,59386,118,1
2016/8/30 18:40,0,3,1,27.532,572,0.9787,59354,118,1
2016/8/30 18:40,0,3,1,27.482,568,0.9837,59254,117,1
2016/8/30 18:40,0,3,1,27.414,582,0.9613,59122,118,1
2016/8/30 18:40,0,3,1,27.476,582,0.9599,59244,118,1
2016/8/30 18:40,0,3,1,27.418,630,0.8879,59128,118,1
2016/8/30 18:40,0,3,1,27.461,596,0.9372,59214,118,1
2016/8/30 18:40,0,3,1,27.434,600,0.9326,59160,118,1
2016/8/30 18:40,0,3,1,27.336,572,0.9792,58968,118,1
2016/8/30 18:40,0,3,1,27.529,582,0.9597,59348,118,1
2016/8/30 18:40,0,3,1,27.488,580,0.9636,59266,118,1
2016/8/30 18:40,0,3,1,27.388,582,0.9616,59070,118,1
2016/8/30 18:40,0,3,1,27.543,570,0.9824,59374,118,1
2016/8/30 18:40,0,3,1,27.552,548,1.0224,59392,118,1
2016/8/30 18:40,0,3,1,27.52,576,0.9701,59330,118,1
2016/8/30 18:40,0,3,1,27.486,588,0.9494,59262,118,1
2016/8/30 18:40,0,3,1,27.446,642,0.8706,59184,118,1
2016/8/30 18:40,0,3,1,27.317,670,0.8335,58930,118,1
2016/8/30 18:40,0,3,1,27.583,618,0.9042,59454,118,1
2016/8/30 18:40,0,3,1,27.476,662,0.8438,59244,118,1
2016/8/30 18:40,0,3,1,27.113,1066,0.5206,58528,118,1
2016/8/30 18:40,0,3,1,27.247,1734,0.319,58792,118,1
2016/8/30 18:40,0,3,1,27.63,716,0.7785,59546,118,1
2016/8/30 18:40,0,3,1,27.768,454,1.2395,59818,118,1
2016/8/30 18:40,0,3,1,27.594,616,0.908,59476,118,1
2016/8/30 18:40,0,3,1,27.198,1072,0.5179,58696,118,1
2016/8/30 18:40,0,3,1,25.71,2518,0.2194,55768,118,1
2016/8/30 18:40,0,3,1,25.396,3296,0.1675,55150,118,1
2016/8/30 18:40,0,3,1,26.105,2000,0.2765,56544,118,1
2016/8/30 18:40,0,3,1,27.594,986,0.5636,59476,118,1
2016/8/30 18:40,0,3,1,27.358,1374,0.4034,59010,117,1
2016/8/30 18:40,0,3,1,21.448,6780,0.0813,47380,117,1
2016/8/30 18:40,0,3,1,18.513,9124,0.0604,41604,118,1
2016/8/30 18:40,0,3,1,18.651,10376,0.0531,41876,118,1
2016/8/30 18:40,0,3,1,26.456,2904,0.1902,57236,118,1
2016/8/30 18:40,0,3,1,27.656,1438,0.3852,59598,117,1
2016/8/30 18:40,0,3,1,27.731,1218,0.4557,59744,118,1
2016/8/30 18:40,0,3,1,27.517,2226,0.2483,59324,117,1
2016/8/30 18:40,0,3,1,26,3038,0.1818,56338,117,1
2016/8/30 18:40,0,3,1,27.565,1672,0.3311,59418,118,1
2016/8/30 18:40,0,3,1,27.197,2194,0.252,58694,118,1
2016/8/30 18:40,0,3,1,24.749,4906,0.1124,53876,117,1
2016/8/30 18:40,0,3,1,19.652,9262,0.0595,43846,118,1
2016/8/30 18:40,0,3,1,18.878,7964,0.0692,42322,118,1
2016/8/30 18:40,0,3,1,26.654,3436,0.1606,57626,118,1
2016/8/30 18:40,0,3,1,26.96,4054,0.1361,58228,117,1
2016/8/30 18:40,0,3,1,27.616,2362,0.2339,59518,117,1
2016/8/30 18:40,0,3,1,27.086,3520,0.1568,58476,118,1
2016/8/30 18:40,0,3,1,28.08,1500,0.3692,60432,117,1
2016/8/30 18:40,0,3,1,28.537,1816,0.3048,61332,117,1
2016/8/30 18:40,0,3,1,28.904,1226,0.4521,62054,118,1
2016/8/30 18:40,0,3,1,28.56,1320,0.42,61376,118,1
2016/8/30 18:40,0,3,1,28.339,1528,0.3626,60942,117,1
2016/8/30 18:40,0,3,1,28.254,1720,0.3216,60774,117,1
2016/8/30 18:40,0,3,1,28.658,1500,0.3691,61570,118,1
2016/8/30 18:40,0,3,1,28.888,1490,0.3715,62022,117,1
2016/8/30 18:40,0,3,1,29.12,1470,0.3768,62478,118,1
2016/8/30 18:40,0,3,1,28.935,1246,0.4449,62114,118,1
2016/8/30 18:40,0,3,1,29.19,884,0.6285,62616,118,1
2016/8/30 18:40,0,3,1,29.465,636,0.8788,63158,118,1
2016/8/30 18:40,0,3,1,29.328,676,0.826,62888,117,1
2016/8/30 18:40,0,3,1,29.472,872,0.6386,63172,118,1
2016/8/30 18:40,0,3,1,29.286,826,0.674,62806,118,1
2016/8/30 18:40,0,3,1,29.42,870,0.6394,63068,117,1
2016/8/30 18:40,0,3,1,29.577,872,0.6372,63378,117,1
2016/8/30 18:40,0,3,1,29.3,1204,0.4607,62832,117,1
2016/8/30 18:40,0,3,1,29.386,1316,0.421,63002,117,1
2016/8/30 18:40,0,3,1,29.359,1152,0.4815,62948,117,1
2016/8/30 18:40,0,3,1,30.031,956,0.581,64272,117,1
2016/8/30 18:40,0,3,1,29.755,968,0.5736,63728,117,1
2016/8/30 18:40,0,3,1,29.476,1486,0.3729,63180,117,1
2016/8/30 18:40,0,3,1,21.608,9004,0.0612,47694,117,1
2016/8/30 18:40,0,3,1,17.408,6822,0.0808,39428,117,1
2016/8/30 18:40,0,3,1,23.989,10396,0.053,52380,117,1
2016/8/30 18:40,0,3,1,29.574,1100,0.5047,63372,117,1
2016/8/30 18:40,0,3,1,30.013,680,0.8214,64236,117,1
2016/8/30 18:40,0,3,1,30.053,686,0.8129,64314,117,1
2016/8/30 18:40,0,3,1,30.028,658,0.8491,64266,118,1
2016/8/30 18:40,0,3,1,30.137,706,0.7894,64480,117,1
2016/8/30 18:40,0,3,1,30.01,702,0.7937,64230,117,1
2016/8/30 18:40,0,3,1,29.96,668,0.8344,64132,117,1
2016/8/30 18:40,0,3,1,30.031,630,0.8873,64272,117,1
2016/8/30 18:40,0,3,1,30.025,682,0.8171,64260,117,1
2016/8/30 18:40,0,3,1,29.885,922,0.6026,63984,117,1
2016/8/30 18:40,0,3,1,29.666,1150,0.4825,63554,117,1
2016/8/30 18:40,0,3,1,29.835,1362,0.4069,63886,117,1
